Site,Plot,Sub,Tag,TreeID,Num,Spp,X,Y,Date11,DBH11,DBH12,Date_Core_Collected11,Date12,Date_Core_Collect12
H,5,C,729,H5C729,1,TSCA,5.2,7.5,7/15/11,38.2,38.3,7/15/11,6/30/12,6/30/12
H,5,C,730,H5C730,1,TSCA,8.3,1.9,7/15/11,8.6,8.8,NA,7/2/12,NA
H,5,C,731,H5C731,1,TSCA,13.8,0.5,7/15/11,33.7,33.6,7/15/11,7/2/12,7/2/12
H,5,C,732,H5C732,1,TSCA,15,8.7,7/15/11,34.45,34.5,7/15/11,7/2/12,7/2/12
H,5,C,733,H5C733,1,TSCA,9.5,8.2,7/15/11,7.2,7.3,NA,7/2/12,NA
H,5,C,734,H5C734,1,ACRU,8.6,6.4,7/15/11,8.8,8.7,NA,7/2/12,NA
H,5,C,735,H5C735,1,TSCA,14.9,12.5,7/15/11,5.95,6,NA,7/2/12,NA
H,5,C,736,H5C736,1,QURU,10.5,14.9,7/15/11,38.7,38.9,7/15/11,7/2/12,7/2/12
H,5,C,737,H5C737,1,QURU,7.8,12.2,7/15/11,35.8,35.8,7/15/11,7/2/12,7/2/12
H,5,C,738,H5C738,1,ACRU,4.5,14.6,7/15/11,8.95,8.9,NA,7/2/12,NA
H,5,C,739,H5C739,1,ACRU,1.2,13.2,7/15/11,23.8,23.9,7/15/11,7/2/12,7/2/12
H,5,C,739,H5C739,2,ACRU,1.2,13.2,7/15/11,10.55,11.4,NA,7/2/12,NA
H,5,C,739,H5C739,3,ACRU,1.2,13.2,7/15/11,9.7,10,NA,7/2/12,NA
H,5,C,740,H5C740,1,TSCA,1.6,11.6,7/15/11,5.6,5.6,NA,7/2/12,NA
H,5,C,741,H5C741,1,TSCA,1.9,11.5,7/15/11,21.15,21.35,7/15/11,7/2/12,7/2/12
H,5,C,742,H5C742,1,TSCA,3,9.9,7/15/11,10.5,10.6,NA,7/2/12,NA
H,5,C,743,H5C743,1,TSCA,0.6,9.7,7/15/11,7.75,8.1,NA,7/2/12,NA
H,3,A,744,H3A744,1,TSCA,0.9,5.1,7/16/11,24.65,24.7,7/16/11,7/4/12,7/4/12
H,3,A,744,H3A744,2,TSCA,0.9,5.1,7/16/11,4.4,4.4,NA,7/4/12,NA
H,3,A,745,H3A745,1,ACRU,6.2,3.1,7/16/11,21.9,21.95,7/16/11,7/4/12,7/4/12
H,3,A,745,H3A745,2,ACRU,6.2,3.1,7/16/11,11.4,11.5,NA,7/4/12,NA
H,3,A,746,H3A746,1,TSCA,7.7,1.6,7/16/11,6.4,6.4,NA,7/4/12,NA
H,3,A,747,H3A747,1,TSCA,7.9,3.1,7/16/11,23.1,23.25,7/16/11,7/4/12,7/4/12
H,3,A,748,H3A748,1,ACRU,8.2,3.3,7/16/11,10.3,10.4,NA,7/4/12,NA
H,3,A,749,H3A749,1,FAGR,12.2,3.5,7/16/11,9.2,9.2,NA,7/4/12,NA
H,3,A,750,H3A750,1,FAGR,13.7,2.9,7/16/11,10.6,10.7,NA,7/4/12,NA
H,3,A,751,H3A751,1,PIST,14.8,3.3,7/16/11,27,27.9,7/16/11,7/4/12,7/4/12
H,3,A,752,H3A752,1,FAGR,14.9,6.2,7/16/11,5.6,5.5,NA,7/4/12,NA
H,3,A,753,H3A753,1,FAGR,14.85,4.7,7/16/11,5,5.1,NA,7/4/12,NA
H,3,A,754,H3A754,1,FAGR,14,5.8,7/16/11,11.85,12,NA,7/4/12,NA
H,3,A,755,H3A755,1,FAGR,14.9,6.2,7/16/11,7.6,7.65,NA,7/4/12,NA
H,3,A,756,H3A756,1,ACRU,13.1,6.9,7/16/11,19.05,19.1,7/16/11,7/4/12,7/4/12
H,3,A,757,H3A757,1,BEPA,7.8,6.8,7/16/11,14.2,14.2,NA,7/4/12,NA
H,3,A,758,H3A758,1,ACRU,3.4,7.5,7/16/11,9.9,9.8,NA,7/4/12,NA
H,3,A,759,H3A759,1,BEAL2,3.4,9,7/16/11,21.85,21.85,7/16/11,7/4/12,7/4/12
H,3,A,760,H3A760,1,BEPA,9.7,9.3,7/16/11,24.4,24.4,7/16/11,7/4/12,7/4/12
H,3,A,761,H3A761,1,ACRU,12.9,8.6,7/16/11,14.3,14.4,NA,7/4/12,NA
H,3,A,762,H3A762,1,QURU,12.9,10.7,7/16/11,35.05,35.4,7/16/11,7/4/12,7/4/12
H,3,A,771,H3A771,1,ACRU,12.9,11,7/16/11,14.05,14.15,NA,7/4/12,NA
H,3,A,770,H3A770,1,TSCA,14.7,13.6,7/16/11,11.8,12.1,NA,7/4/12,NA
H,3,A,769,H3A769,1,BEPA,13.5,13,7/16/11,12.85,12.8,NA,7/4/12,NA
H,3,A,768,H3A768,1,TSCA,11.8,12,7/16/11,11.2,11.3,NA,7/4/12,NA
H,3,A,768,H3A768,2,TSCA,11.8,12,7/16/11,8.45,8.6,NA,7/4/12,NA
H,3,A,767,H3A767,1,TSCA,10.8,11.7,7/16/11,26.05,26.1,7/16/11,7/4/12,7/4/12
H,3,A,766,H3A766,1,BEUN,8.8,14.2,7/16/11,31.4,30.7,7/16/11,7/4/12,7/4/12
H,3,A,764,H3A764,1,ACRU,6.7,10.7,7/16/11,14.95,15.1,NA,7/4/12,7/4/12
H,3,A,763,H3A763,1,PIST,9.8,11.8,7/16/11,24.4,24.6,7/16/11,7/4/12,7/4/12
H,3,A,765,H3A765,1,ACRU,1.5,12.8,7/16/11,25.9,25.7,7/16/11,7/4/12,7/4/12
H,3,A,765,H3A765,2,ACRU,1.5,12.8,7/16/11,24.4,24.5,NA,7/4/12,NA
H,3,A,765,H3A765,3,ACRU,1.5,12.8,7/16/11,17.75,17.7,NA,7/4/12,NA
H,3,A,772,H3A772,1,ACRU,0.5,14.8,7/16/11,14.6,14.65,NA,7/4/12,NA
H,3,B,801,H3B801,1,TSCA,3.4,3.6,7/18/11,24.65,24.8,7/18/11,7/4/12,7/4/12
H,3,B,801,H3B801,2,TSCA,3.4,3.6,7/18/11,7.6,7.8,NA,7/4/12,NA
H,3,B,802,H3B802,1,TSCA,4.9,4.4,7/18/11,25.2,25.7,7/18/11,7/4/12,7/4/12
H,3,B,803,H3B803,1,TSCA,9.1,0.4,7/18/11,24.4,25,7/18/11,7/4/12,7/4/12
H,3,B,804,H3B804,1,ACRU,12.2,1.2,7/18/11,8.3,8.3,NA,7/4/12,NA
H,3,B,805,H3B805,1,TSCA,14.4,4.4,7/18/11,12.6,12.9,NA,7/4/12,NA
H,3,B,806,H3B806,1,FAGR,11.8,3.7,7/18/11,7,7,NA,7/4/12,NA
H,3,B,807,H3B807,1,TSCA,10.5,3.3,7/18/11,17.8,18.05,7/18/11,7/4/12,7/4/12
H,3,B,808,H3B808,1,ACRU,3.7,5.1,7/18/11,24.3,24.4,7/18/11,7/4/12,7/4/12
H,3,B,808,H3B808,2,ACRU,3.7,5.1,7/18/11,24,23.9,NA,7/4/12,NA
H,3,B,808,H3B808,3,ACRU,3.7,5.1,7/18/11,16.7,16.8,NA,7/4/12,NA
H,3,B,809,H3B809,1,TSCA,5.7,6.2,7/18/11,5.1,5.2,NA,7/4/12,NA
H,3,B,810,H3B810,1,ACRU,14.8,5,7/18/11,6.7,6.8,NA,7/4/12,NA
H,3,B,811,H3B811,1,BEAL2,14.7,5.7,7/18/11,15.45,15.45,7/18/11,7/4/12,7/4/12
H,3,B,812,H3B812,1,QURU,14.2,7.4,7/18/11,45.15,45.4,7/18/11,7/4/12,7/4/12
H,3,B,813,H3B813,1,FAGR,12.8,6.2,7/18/11,8.9,9.05,NA,7/4/12,NA
H,3,B,814,H3B814,1,QURU,6,8.3,7/18/11,13.55,13.7,NA,7/4/12,NA
H,3,B,815,H3B815,1,FAGR,4.7,8.3,7/18/11,9.5,9.9,NA,7/4/12,NA
H,3,B,816,H3B816,1,ACRU,0.9,10.1,7/18/11,26.2,26.1,7/18/11,7/4/12,7/4/12
H,3,B,817,H3B817,1,TSCA,1.4,12.2,7/18/11,9.1,9.45,NA,7/4/12,NA
H,3,B,818,H3B818,1,ACRU,4.9,11.8,7/18/11,15.1,15.3,7/18/11,7/4/12,7/4/12
H,3,B,819,H3B819,1,TSCA,6.9,11,7/18/11,17.25,17.4,7/18/11,7/4/12,7/4/12
H,3,B,820,H3B820,1,TSCA,10.9,9.6,7/18/11,13.3,13.55,NA,7/4/12,NA
H,3,B,820,H3B820,2,TSCA,10.9,9.6,7/18/11,11.55,11.75,NA,7/4/12,NA
H,3,B,821,H3B821,1,ACRU,11.1,13.1,7/18/11,7.7,7.8,NA,7/4/12,NA
H,3,B,822,H3B822,1,QURU,7.8,12.9,7/18/11,21.5,21.7,7/18/11,7/4/12,7/4/12
H,3,B,823,H3B823,1,QURU,6.4,13.1,7/18/11,35.9,36.55,7/18/11,7/4/12,7/4/12
H,3,C,792,H3C792,1,ACRU,0.1,0.6,7/16/11,13.35,13.4,NA,7/4/12,NA
H,3,C,792,H3C792,2,ACRU,0.1,0.6,7/16/11,10.2,10.1,NA,7/4/12,NA
H,3,C,793,H3C793,1,TSCA,1.5,3.9,7/16/11,27.2,27.3,7/16/11,7/4/12,7/4/12
H,3,C,794,H3C794,1,QURU,2.1,4.5,7/16/11,38.9,38.9,7/16/11,7/4/12,7/4/12
H,3,C,795,H3C795,1,TSCA,12.7,5.6,7/16/11,29.5,29.5,7/16/11,7/4/12,7/4/12
H,3,C,796,H3C796,1,TSCA,14.8,5.6,7/16/11,33,32.65,7/16/11,7/4/12,7/4/12
H,3,C,797,H3C797,1,TSCA,10.1,7.3,7/16/11,15.5,15.4,7/16/11,7/4/12,7/4/12
H,3,C,798,H3C798,1,TSCA,8.7,7.6,7/16/11,30.5,30.65,7/16/11,7/4/12,7/4/12
H,3,C,799,H3C799,1,TSCA,8.4,7.6,7/16/11,30.6,30.5,7/16/11,7/4/12,7/4/12
H,3,C,800,H3C800,1,TSCA,8.2,7.4,7/16/11,26.25,26.4,7/16/11,7/4/12,7/4/12
H,3,C,601,H3C601,1,QURU,5.6,9.4,7/16/11,17.8,17.7,7/16/11,7/4/12,7/4/12
H,3,C,601,H3C601,2,QURU,5.6,9.4,7/16/11,12.8,12.7,NA,7/4/12,NA
H,3,C,602,H3C602,1,QURU,14,12.6,7/16/11,25,25.3,7/16/11,7/4/12,7/4/12
H,3,C,603,H3C603,1,BEPA,11.1,13.6,7/16/11,31.1,31.1,7/16/11,7/4/12,7/4/12
H,3,C,604,H3C604,1,ACRU,3.1,13.4,7/16/11,21.9,21.8,7/16/11,7/4/12,7/4/12
H,3,C,605,H3C605,1,TSCA,3.8,14.2,7/16/11,23.5,23.9,7/16/11,7/4/12,7/4/12
H,3,C,605,H3C605,2,TSCA,3.8,14.2,7/16/11,20.95,21.5,NA,7/4/12,NA
H,3,C,606,H3C606,1,TSCA,3.8,14.7,7/16/11,7.55,7.5,NA,7/4/12,NA
H,3,D,774,H3D774,1,BELE,7.4,0.3,7/16/11,33.23,33.4,7/16/11,7/4/12,7/4/12
H,3,D,775,H3D775,1,ACRU,11,1.6,7/16/11,15.05,14.9,NA,7/4/12,NA
H,3,D,776,H3D776,1,ACRU,14.8,2.1,7/16/11,35.3,35.6,7/16/11,7/4/12,7/4/12
H,3,D,777,H3D777,1,PIST,14.5,5.1,7/16/11,12.5,12.3,NA,7/4/12,NA
H,3,D,778,H3D778,1,ACRU,10.7,5.2,7/16/11,26.6,26.8,7/16/11,7/4/12,7/4/12
H,3,D,779,H3D779,1,TSCA,10.5,5.1,7/16/11,6.05,6.4,NA,7/4/12,NA
H,3,D,780,H3D780,1,TSCA,5.7,4.9,7/16/11,11.75,12,NA,7/4/12,NA
H,3,D,781,H3D781,1,FAGR,0.9,6.5,7/16/11,17.6,17.55,7/16/11,7/4/12,7/4/12
H,3,D,781,H3D781,2,FAGR,0.9,6.5,7/16/11,8.3,8.3,NA,7/4/12,NA
H,3,D,782,H3D782,1,ACRU,7.5,7.5,7/16/11,22.6,22.65,7/16/11,7/4/12,7/4/12
H,3,D,782,H3D782,2,ACRU,7.5,7.5,7/16/11,20.2,20.25,NA,7/4/12,NA
H,3,D,783,H3D783,1,FAGR,6.6,7.9,7/16/11,7.3,7.2,NA,7/4/12,NA
H,3,D,784,H3D784,1,TSCA,3.9,7.6,7/16/11,9.9,9.7,NA,7/4/12,NA
H,3,D,785,H3D785,1,PIST,2.8,9.5,7/16/11,21.4,21.2,7/16/11,7/4/12,7/4/12
H,3,D,786,H3D786,1,TSCA,7.4,9.4,7/16/11,14,14.3,NA,7/4/12,NA
H,3,D,787,H3D787,1,TSCA,9.6,10.7,7/16/11,5.4,5.5,NA,7/4/12,NA
H,3,D,788,H3D788,1,FAGR,2.8,14.8,7/16/11,7.05,7.05,NA,7/4/12,NA
H,3,D,789,H3D789,1,FAGR,5.8,12.3,7/16/11,11.2,11.2,NA,7/4/12,NA
H,3,D,790,H3D790,1,FAGR,6.6,13,7/16/11,21.8,22.1,7/16/11,7/4/12,7/4/12
H,3,D,791,H3D791,1,FAGR,6.1,14.3,7/16/11,12.45,12.45,NA,6/30/12,NA
H,7,A,635,H7A635,1,ACRU,1.3,2.2,7/17/11,25.7,26.1,7/17/11,7/1/12,7/1/12
H,7,A,636,H7A636,1,ACRU,6.2,2.1,7/17/11,30,30.2,7/17/11,7/1/12,7/1/12
H,7,A,636,H7A636,2,ACRU,6.2,2.1,7/17/11,24.2,23.95,NA,7/1/12,7/1/12
H,7,A,637,H7A637,1,TSCA,7.6,2.1,7/17/11,20.85,21.1,7/17/11,7/1/12,7/1/12
H,7,A,638,H7A638,1,PIST,8.2,2.4,7/17/11,39.4,39.65,7/17/11,7/1/12,7/1/12
H,7,A,639,H7A639,1,ACRU,10.7,4.2,7/17/11,7.1,7,NA,7/1/12,NA
H,7,A,640,H7A640,1,ACSA3,13.3,4.2,7/17/11,10.2,10.6,NA,7/1/12,NA
H,7,A,641,H7A641,1,ACRU,14.7,6.4,7/17/11,14.7,14.8,NA,7/1/12,NA
H,7,A,642,H7A642,1,ACRU,8.2,9,7/17/11,22.6,22.8,7/17/11,7/1/12,7/1/12
H,7,A,642,H7A642,2,ACRU,8.2,9,7/17/11,16,15.9,NA,7/1/12,NA
H,7,A,643,H7A643,1,ACSA3,2.5,4,7/17/11,6,6,NA,7/1/12,NA
H,7,A,644,H7A644,1,CATO,2.4,4.5,7/17/11,14.7,14.7,NA,7/1/12,NA
H,7,A,645,H7A645,1,QURU,0.5,5.8,7/17/11,34.7,35.1,7/17/11,7/1/12,7/1/12
H,7,A,646,H7A646,1,ACRU,0.5,8.1,7/17/11,18.9,19,7/17/11,7/1/12,7/1/12
H,7,A,647,H7A647,1,FRAM,7.9,10.6,7/17/11,11,10.7,NA,7/1/12,NA
H,7,A,647,H7A647,2,FRAM,7.9,10.6,7/17/11,0.5,8.27mm,NA,7/1/12,NA
H,7,A,647,H7A647,3,FRAM,7.9,10.6,7/17/11,0.4,5.95mm,NA,7/1/12,NA
H,7,A,648,H7A648,1,ACSA3,11.2,9.9,7/17/11,5.15,5.2,NA,7/1/12,NA
H,7,A,649,H7A649,1,BEAL2,12.8,13.7,7/17/11,21.4,21.45,7/17/11,7/1/12,7/1/12
H,7,A,649,H7A649,2,BEAL2,12.8,13.7,7/17/11,5.4,5.5,NA,7/1/12,NA
H,7,A,650,H7A650,1,ACRU,9.8,14,7/17/11,31.1,31.5,7/17/11,7/1/12,7/1/12
H,7,A,650,H7A650,2,ACRU,9.8,14,7/17/11,24.8,25.2,NA,7/1/12,NA
H,7,A,651,H7A651,1,ACSA3,6,13.5,7/17/11,6.3,6.45,NA,7/1/12,NA
H,7,A,652,H7A652,1,ACSA3,5.9,12.8,7/17/11,9.75,9.8,NA,7/1/12,NA
H,7,A,653,H7A653,1,ACRU,0.8,14.8,7/17/11,18.3,18.1,7/17/11,7/1/12,7/1/12
H,7,A,654,H7A654,1,TSCA,1,14.7,7/17/11,5.55,5.7,NA,7/1/12,NA
H,7,B,655,H7B655,1,TSCA,11.4,1.2,7/17/11,40.6,40.6,7/17/11,7/1/12,NA
H,7,B,656,H7B656,1,TSCA,12.3,1.5,7/17/11,22.6,22.8,7/17/11,7/1/12,7/1/12
H,7,B,657,H7B657,1,TSCA,8.7,5,7/17/11,26.5,26.6,7/17/11,7/1/12,7/1/12
H,7,B,658,H7B658,1,ACSA3,9.1,6.3,7/17/11,68.4,67.6,7/17/11,7/1/12,7/1/12
H,7,B,659,H7B659,1,TSCA,4.9,5.2,7/17/11,47.75,47.7,NA,7/1/12,7/1/12
H,7,B,660,H7B660,1,TSCA,0.7,8,7/17/11,14.6,14.9,NA,7/1/12,NA
H,7,B,661,H7B661,1,TSCA,7.7,8,7/17/11,64.55,64.2,7/17/11,7/1/12,7/1/12
H,7,B,662,H7B662,1,QUAL,11.6,8.2,7/17/11,54.9,54.8,7/17/11,7/1/12,7/1/12
H,7,B,663,H7B663,1,TSCA,13.9,7.5,7/17/11,38,38.5,NA,7/1/12,NA
H,7,B,663,H7B663,2,TSCA,13.9,7.5,7/17/11,57,58,7/17/11,7/1/12,7/1/12
H,7,B,664,H7B664,1,QURU,8.7,10.3,7/17/11,65.1,65.8,7/17/11,7/1/12,7/1/12
H,7,B,665,H7B665,1,TSCA,10.5,12.4,7/17/11,20.3,20.3,7/17/11,7/1/12,7/2/12
H,7,B,666,H7B666,1,TSCA,4,13.2,7/17/11,15.45,15.4,7/17/11,7/1/12,7/1/12
H,7,B,667,H7B667,1,ACRU,3.4,14.6,7/17/11,20.95,21,7/17/11,7/1/12,7/1/12
H,7,D,680,H7D680,1,TSCA,1.4,1,7/17/11,15.4,16,7/17/11,7/1/12,7/1/12
H,7,D,681,H7D681,1,QURU,4.7,2.9,7/17/11,26.9,27.3,7/17/11,7/1/12,7/1/12
H,7,D,682,H7D682,1,CAUN,7,1.9,7/17/11,15.9,15.9,7/17/11,7/1/12,7/1/12
H,7,D,683,H7D683,1,BELE,10.6,1.7,7/17/11,10.05,10.2,NA,7/1/12,NA
H,7,D,684,H7D684,1,QURU,14.7,1.8,7/17/11,27.8,28.2,7/17/11,7/1/12,7/1/12
H,7,D,685,H7D685,1,QURU,9.1,1.9,7/17/11,24.7,24.8,7/17/11,7/1/12,7/1/12
H,7,D,686,H7D686,1,ACRU,14.2,6.6,7/17/11,11.8,11.9,NA,7/1/12,NA
H,7,D,687,H7D687,1,ACRU,13.2,5.9,7/17/11,7.7,7.7,NA,7/1/12,NA
H,7,D,688,H7D688,1,TSCA,11.1,5.9,7/17/11,29.4,29.75,7/17/11,7/1/12,7/1/12
H,7,D,689,H7D689,1,QURU,9.3,7.5,7/17/11,25.4,25.9,7/17/11,7/1/12,7/1/12
H,7,D,690,H7D690,1,QURU,0.1,6.2,7/17/11,36.55,37.3,7/17/11,7/1/12,7/1/12
H,7,D,691,H7D691,1,ACSA3,0.7,8.9,7/17/11,24.75,24.85,7/17/11,7/1/12,7/1/12
H,7,D,692,H7D692,1,QURU,7.5,8.5,7/17/11,26.55,29.05,7/17/11,7/1/12,7/1/12
H,7,D,693,H7D693,1,ACRU,9.3,10.8,7/17/11,13.2,13.25,NA,7/1/12,NA
H,7,D,694,H7D694,1,QURU,9.2,10.9,7/17/11,23.3,23.4,7/17/11,7/1/12,7/1/12
H,7,D,695,H7D695,1,TSCA,14,7.5,7/17/11,18.6,19,7/17/11,7/1/12,7/1/12
H,7,D,696,H7D696,1,QURU,14.3,9.5,7/17/11,26.6,27.05,7/17/11,7/1/12,7/1/12
H,7,D,697,H7D697,1,ACSA3,11.1,14.5,7/17/11,9.3,9.45,NA,7/1/12,NA
H,7,D,698,H7D698,1,QURU,9.1,14.8,7/17/11,19.8,19.9,7/17/11,7/1/12,7/1/12
H,7,D,699,H7D699,1,QURU,13.3,7.1,7/17/11,39.35,39.7,7/17/11,7/1/12,7/1/12
H,7,D,700,H7D700,1,QURU,2.1,13.8,7/17/11,22.65,22.8,7/17/11,7/1/12,7/1/12
H,1,D,5668,H1D5668,1,CADE,5.1,5.5,,,5.4,,7/5/12,NA
H,2,B,5656,H2B5656,1,TSCA,12.8,8.7,,,5.5,,7/4/12,NA
H,2,B,5657,H2B5657,1,BEAL2,11.2,8.8,,,5.7,,7/4/12,NA
H,2,B,5658,H2B5658,1,TSCA,12.5,10,,,5.7,,7/4/12,NA
H,2,B,5659,H2B5659,1,BELE,11.2,13.5,,,5.35,,7/4/12,NA
H,2,B,5660,H2B5660,1,TSCA,10,8,,,7.5,,7/4/12,NA
H,3,A,5655,H3A5655,1,PRSE2,3.9,3.3,,,18.3,,7/4/12,7/4/12
H,5,D,5402,H5D5402,1,PIST,2.2,0.8,,,41.85,,6/30/12,6/30/12
H,5,D,5403,H5D5403,1,TSCA,3.4,2.8,,,20.3,,6/30/12,6/30/12
H,5,D,5404,H5D5404,1,PIST,6.4,1.6,,,21.65,,6/30/12,6/30/12
H,5,D,5405,H5D5405,1,ACRU,9.8,3.9,,,7.3,,6/30/12,NA
H,5,D,5406,H5D5406,1,PIST,9.4,4.4,,,27,,6/30/12,6/30/12
H,5,D,5407,H5D5407,1,PIST,10,5,,,30,,6/30/12,6/30/12
H,5,D,5408,H5D5408,1,ACRU,11.7,2.5,,,11.4,,6/30/12,NA
H,5,D,5409,H5D5409,1,ACRU,10.5,7.2,,,18.6,,6/30/12,6/30/12
H,5,D,5409,H5D5409,2,ACRU,10.5,7.2,,,15.2,,6/30/12,NA
H,5,D,5409,H5D5409,3,ACRU,10.5,7.2,,,14.1,,6/30/12,NA
H,5,D,5410,H5D5410,1,ACRU,11.2,7.4,,,11.4,,6/30/12,NA
H,5,D,5411,H5D5411,1,BEPA,12.5,9.6,,,19.95,,6/30/12,6/30/12
H,5,D,5412,H5D5412,1,TSCA,14.4,9.2,,,13.5,,6/30/12,NA
H,5,D,5413,H5D5413,1,FAGR,10.7,10.2,,,8.5,,6/30/12,NA
H,5,D,5414,H5D5414,1,ACRU,11,1.4,,,16.75,,6/30/12,6/30/12
H,5,D,5415,H5D5415,1,QUVE,11.3,12,,,11.3,,6/30/12,NA
H,5,D,5416,H5D5416,1,PIST,12.9,12.1,,,36.8,,6/30/12,6/30/12
H,5,D,5417,H5D5417,1,PIST,9.1,7,,,19.6,,6/30/12,6/30/12
H,5,D,5418,H5D5418,1,PIST,4.1,4.4,,,35.6,,6/30/12,6/30/12
H,5,D,5419,H5D5419,1,TSCA,0.9,4.7,,,12.65,,6/30/12,NA
H,5,D,5420,H5D5420,1,PIST,0.6,6,,,29.8,,6/30/12,6/30/12
H,5,D,5421,H5D5421,1,TSCA,0.2,7.7,,,5.1,,6/30/12,NA
H,5,D,5422,H5D5422,1,TSCA,2.5,10.1,,,27.4,,6/30/12,6/30/12
H,5,D,5423,H5D5423,1,PIST,1.1,11.3,,,12.5,,6/30/12,NA
H,5,D,5424,H5D5424,1,TSCA,1.9,11.2,,,7.5,,6/30/12,NA
H,5,D,5425,H5D5425,1,PIST,5.2,13.3,,,43.6,,6/30/12,6/30/12
H,5,D,5426,H5D5426,1,PIST,5.5,14.8,,,41.4,,6/30/12,6/30/12
H,5,D,5427,H5D5427,1,PIST,1.1,14.3,,,44.4,,6/30/12,6/30/12
H,5,D,5429,H5D5429,1,PIST,3.3,6.4,,,49.6,,6/30/12,6/30/12
H,5,C,5430,H5C5430,1,TSCA,7.5,9.7,,,9.8,,6/30/12,NA
H,5,C,5431,H5C5431,1,TSCA,7.3,9.2,,,6,,6/30/12,NA
H,7,C,5432,H7C5432,1,TSCA,1.4,1.8,,,5.8,,7/1/12,NA
H,7,C,5433,H7C5433,1,PIST,0.8,4.1,,,16.5,,7/1/12,7/1/12
H,7,C,5434,H7C5434,1,QURU,3,4.5,,,23.7,,7/1/12,7/1/12
H,7,C,5435,H7C5435,1,ACRU,4.3,3.8,,,17,,7/1/12,7/1/12
H,7,C,5436,H7C5436,1,ACRU,5.8,4.4,,,14.4,,7/1/12,NA
H,7,C,5437,H7C5437,1,QURU,6.8,4.3,,,24.4,,7/1/12,7/1/12
H,7,C,5438,H7C5438,1,TSCA,6,3.2,,,24.3,,7/1/12,7/1/12
H,7,C,5439,H7C5439,1,ACRU,7.8,3.3,,,10.15,,7/1/12,NA
H,7,C,5440,H7C5440,1,BEAL2,11.9,1.5,,,16,,7/1/12,7/1/12
H,7,C,5441,H7C5441,1,BELE,1.1,7.6,,,11.3,,7/1/12,NA
H,7,C,5442,H7C5442,1,TSCA,3.3,9.1,,,29.9,,7/1/12,7/1/12
H,7,C,5443,H7C5443,1,BEAL2,5.1,7.2,,,6.7,,7/1/12,NA
H,7,C,5443,H7C5443,2,BEAL2,5.1,7.2,,,4.95,,7/1/12,NA
H,7,C,5444,H7C5444,1,QURU,7.1,8.1,,,25.6,,7/1/12,7/1/12
H,7,C,5445,H7C5445,1,QURU,10.7,8.5,,,30.9,,7/1/12,7/1/12
H,7,C,5446,H7C5446,1,ACRU,14.9,7.8,,,14,,7/1/12,NA
H,7,C,5447,H7C5447,1,ACRU,9.2,10.8,,,11.45,,7/1/12,NA
H,7,C,5448,H7C5448,1,PIST,6.8,9.7,,,11.6,,7/1/12,NA
H,7,C,5449,H7C5449,1,BEAL2,3.2,10.8,,,11.1,,7/1/12,NA
H,7,C,5450,H7C5450,1,BEAL2,2.4,11.4,,,12.4,,7/1/12,NA
H,7,C,5450,H7C5450,2,BEAL2,2.4,11.4,,,12.2,,7/1/12,NA
H,7,C,5451,H7C5451,1,BEAL2,3.5,12.1,,,20.8,,7/1/12,7/1/12
H,7,C,5451,H7C5451,2,BEAL2,3.5,12.1,,,14.7,,7/1/12,NA
H,7,C,5451,H7C5451,3,BEAL2,3.5,12.1,,,12.6,,7/1/12,NA
H,7,C,5452,H7C5452,1,PIST,3.9,14.8,,,35.9,,7/1/12,7/1/12
H,7,C,5453,H7C5453,1,PIST,5.5,12.8,,,19,,7/1/12,NA
H,7,C,5454,H7C5454,1,ACRU,8.1,14.8,,,10.4,,7/1/12,NA
H,7,C,5455,H7C5455,1,ACRU,8.3,11.4,,,18.8,,7/1/12,7/1/12
H,7,C,5456,H7C5456,1,ACRU,10.7,12.2,,,10.6,,7/1/12,NA
H,7,C,5457,H7C5457,1,PIST,11.8,14.2,,,32.4,,7/1/12,NA
H,7,C,5458,H7C5458,1,TSCA,12.8,14.6,,,22.1,,7/1/12,7/1/12
H,4,B,5630,H4B5630,1,TSCA,1.2,13.4,,,31,,7/3/12,7/3/12
H,4,B,5630,H4B5630,2,TSCA,1.2,13.4,,,30.75,,7/3/12,NA
H,4,B,5631,H4B5631,1,BELE,0.9,14,,,28.6,,7/3/12,7/3/12
H,4,C,5632,H4C5632,1,ACRU,9.8,0.3,,,34,,7/3/12,7/3/12
H,4,C,5633,H4C5633,1,BELE,9.8,2.4,,,20.9,,7/3/12,7/3/12
H,4,C,5634,H4C5634,1,TSCA,10.6,2.4,,,18.5,,7/3/12,7/3/12
H,4,C,5635,H4C5635,1,TSCA,6.8,2.9,,,20.5,,7/3/12,7/3/12
H,4,C,5636,H4C5636,1,ACRU,4.3,3.4,,,15.4,,7/3/12,7/3/12
H,4,C,5637,H4C5637,1,BELE,0.7,6.6,,,41.1,,7/3/12,7/3/12
H,4,C,5638,H4C5638,1,TSCA,3.4,7.2,,,19.5,,7/3/12,7/3/12
H,4,C,5639,H4C5639,1,BELE,5.4,7.2,,,10.5,,7/3/12,NA
H,4,C,5640,H4C5640,1,ACRU,8.5,5.3,,,10.1,,7/3/12,NA
H,4,C,5641,H4C5641,1,TSCA,14.4,5,,,20.25,,7/3/12,7/3/12
H,4,C,5642,H4C5642,1,BELE,12.2,7.7,,,30.2,,7/3/12,7/3/12
H,4,C,5643,H4C5643,1,TSCA,12.9,9.4,,,25.8,,7/3/12,7/3/12
