Site,Plot,Sub,Tag,TreeID,Num,Spp,X,Y,Date11,DBH11,DBH12,Date_Core_Collected11,Date12,Date_Core_Collect12
H,4,C,5644,H4C5644,1,BELE,8.2,9.5,,,17.4,,7/3/12,7/3/12
H,4,C,5644,H4C5644,2,BELE,8.2,9.5,,,15.8,,7/3/12,NA
H,4,C,5645,H4C5645,1,TSCA,7.8,9.4,,,17.9,,7/3/12,7/3/12
H,4,C,5645,H4C5645,2,TSCA,7.8,9.4,,,11.3,,7/3/12,NA
H,4,C,5646,H4C5646,1,TSCA,0.6,8.5,,,45.1,,7/3/12,7/3/12
H,4,C,5647,H4C5647,1,QURU,3.6,12.7,,,22.7,,7/3/12,7/3/12
H,4,C,5648,H4C5648,1,ACRU,5.5,10.9,,,24,,7/3/12,7/3/12
H,4,C,5649,H4C5649,1,TSCA,7.1,13,,,27.1,,7/3/12,7/3/12
H,4,C,5650,H4C5650,1,TSCA,10.3,12.5,,,18,,7/3/12,7/3/12
H,4,C,5650,H4C5650,2,TSCA,10.3,12.5,,,9.8,,7/3/12,NA
H,4,C,5651,H4C5651,1,BELE,10.6,11.3,,,26.1,,7/3/12,7/3/12
H,4,C,5652,H4C5652,1,TSCA,14.6,10.2,,,16.65,,7/3/12,7/3/12
H,4,C,5652,H4C5652,2,TSCA,14.6,10.2,,,4.4,,7/3/12,NA
H,4,C,5653,H4C5653,1,TSCA,13.6,12.3,,,13.35,,7/3/12,NA
H,4,C,5654,H4C5654,1,BELE,10.9,14.8,,,37.2,,7/3/12,7/3/12
H,4,A,5464,H4A5464,1,TSCA,1.6,0.6,,,20.85,,7/3/12,7/3/12
H,4,A,5465,H4A5465,1,TSCA,7,1.1,,,26.3,,7/3/12,7/3/12
H,4,A,5466,H4A5466,1,TSCA,9.2,3.3,,,33.15,,7/3/12,7/3/12
H,4,A,5467,H4A5467,1,ACRU,12.9,0.6,,,25.4,,7/3/12,7/3/12
H,4,A,5468,H4A5468,1,FAGR,13.6,2,,,9.3,,7/3/12,NA
H,4,A,5469,H4A5469,1,QUAL,13,2.5,,,19.95,,7/3/12,7/3/12
H,4,A,5470,H4A5470,1,QUAL,5,5.4,,,25.9,,7/3/12,7/3/12
H,4,A,5471,H4A5471,1,TSCA,10.5,6.1,,,10.9,,7/3/12,NA
H,4,A,5472,H4A5472,1,TSCA,12.8,7.9,,,26,,7/3/12,7/3/12
H,4,A,5473,H4A5473,1,ACRU,8.7,9,,,14.9,,7/3/12,NA
H,4,A,5474,H4A5474,1,QURU,7.3,7.8,,,44.15,,7/3/12,7/3/12
H,4,A,5475,H4A5475,1,QURU,8.2,13,,,30.9,,7/3/12,7/3/12
H,4,A,5476,H4A5476,1,QUAL,14.6,10.6,,,13.55,,7/3/12,NA
H,4,D,5480,H4D5480,1,BELE,1.9,2.4,,,22.5,,7/3/12,7/3/12
H,4,D,5481,H4D5481,1,PIST,3.7,0.9,,,7.5,,7/3/12,NA
H,4,D,5482,H4D5482,1,PIST,9.4,1.9,,,7.8,,7/3/12,NA
H,4,D,5483,H4D5483,1,QURU,11,1.3,,,37.7,,7/3/12,7/3/12
H,4,D,5484,H4D5484,1,ACRU,12.1,5.1,,,16.2,,7/3/12,7/3/12
H,4,D,5485,H4D5485,1,PIST,8.9,4.3,,,13.6,,7/3/12,NA
H,4,D,5486,H4D5486,1,PIST,5.1,6.8,,,12.25,,7/3/12,NA
H,4,D,5487,H4D5487,1,QURU,0.4,8.6,,,17.5,,7/3/12,NA
H,4,D,5488,H4D5488,1,QURU,5.1,7.8,,,30.5,,7/3/12,7/3/12
H,4,D,5489,H4D5489,1,QUAL,5.7,8.3,,,12.1,,7/3/12,NA
H,4,D,5490,H4D5490,1,PIST,8.7,6.4,,,11.8,,7/3/12,NA
H,4,D,5491,H4D5491,1,QURU,13.3,6.3,,,22.3,,7/3/12,7/3/12
H,4,D,5492,H4D5492,1,ACRU,13.3,6.7,,,9.1,,7/3/12,NA
H,4,D,5493,H4D5493,1,PIST,14.1,7,,,6.55,,7/3/12,NA
H,4,D,5494,H4D5494,1,QUAL,9.6,8.1,,,16.2,,7/3/12,7/3/12
H,4,D,5495,H4D5495,1,BELE,8.1,9.5,,,15.5,,7/3/12,7/3/12
H,4,D,5496,H4D5496,1,BELE,5.1,12.2,,,6.7,,7/3/12,NA
H,4,D,5497,H4D5497,1,PIST,8.5,14.8,,,17.9,,7/3/12,7/3/12
H,4,D,5498,H4D5498,1,ACRU,2.2,14.3,,,14.7,,7/3/12,NA
H,4,D,5499,H4D5499,1,BELE,3,14,,,7.5,,7/3/12,NA
H,4,D,5500,H4D5500,1,PIST,8.5,11.4,,,10.1,,7/3/12,NA
H,4,D,5601,H4D5601,1,PIST,12.2,10,,,5.1,,7/3/12,NA
H,4,D,5602,H4D5602,1,QURU,11.6,10.8,,,24.3,,7/3/12,7/3/12
H,4,D,5602,H4D5602,2,QURU,11.6,10.8,,,23.1,,7/3/12,NA
H,4,D,5603,H4D5603,1,BELE,13.1,11,,,23.5,,7/3/12,7/3/12
H,4,D,5604,H4D5604,1,QURU,12.6,12.2,,,17.9,,7/3/12,7/3/12
H,4,D,5605,H4D5605,1,ACRU,11,12.3,,,7.1,,7/3/12,NA
H,4,D,5606,H4D5606,1,QUAL,9.9,11.9,,,10.3,,7/3/12,NA
H,4,D,5607,H4D5607,1,ACRU,9.6,13.9,,,13.2,,7/3/12,NA
H,4,D,5607,H4D5607,2,ACRU,9.6,13.9,,,10.25,,7/3/12,NA
H,4,D,5608,H4D5608,1,PIST,10.4,13.2,,,10.4,,7/3/12,NA
H,4,D,5609,H4D5609,1,ACRU,14.9,13.6,,,11.1,,7/3/12,NA
H,4,D,5609,H4D5609,2,ACRU,14.9,13.6,,,4.4,,7/3/12,NA
H,4,B,5616,H4B5616,1,TSCA,2.6,3,,,43.95,,7/3/12,7/3/12
H,4,B,5617,H4B5617,1,TSCA,4.5,3.6,,,43.6,,7/3/12,7/3/12
H,4,B,5618,H4B5618,1,TSCA,8.2,3,,,12.85,,7/3/12,NA
H,4,B,5619,H4B5619,1,TSCA,13.2,6.4,,,39.15,,7/3/12,7/3/12
H,4,B,5620,H4B5620,1,TSCA,12.6,6.1,,,15,,7/3/12,7/3/12
H,4,B,5621,H4B5621,1,TSCA,11.2,6.5,,,12.2,,7/3/12,NA
H,4,B,5622,H4B5622,1,TSCA,9.1,6.4,,,25,,7/3/12,7/3/12
H,4,B,5623,H4B5623,1,TSCA,2.6,7.4,,,11.4,,7/3/12,NA
H,4,B,5624,H4B5624,1,BELE,2,7.6,,,35.5,,7/3/12,7/3/12
H,4,B,5625,H4B5625,1,TSCA,9.4,9.2,,,33.05,,7/3/12,7/3/12
H,4,B,5626,H4B5626,1,QURU,10.3,9.9,,,39.05,,7/3/12,7/3/12
H,4,B,5627,H4B5627,1,ACRU,12.2,11.4,,,23.5,,7/3/12,7/3/12
H,4,B,5628,H4B5628,1,BELE,7.3,14.5,,,38,,7/3/12,NA
H,4,B,5629,H4B5629,1,TSCA,2.2,13.9,,,15.65,,7/3/12,NA
H,8,C,512,H8C512,1,ACRU,5.8,2.9,,,16.9,,7/6/12,7/6/12
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
