time,ShortWave,LongWave,AirTemp,RelHum,WindSpeed,Rain,Snow
2013-01-30 00:00:00,0,273.53,-1.43,95.24,6.23,0,0
2013-01-30 01:00:00,0,273.53,-1.64,95.53,6.47,0.002,0
2013-01-30 02:00:00,0,273.53,-1.86,95.89,6.72,0.003,0
2013-01-30 03:00:00,0,317.29,-2.07,96.18,6.96,0,0
2013-01-30 04:00:00,0,317.29,-1.65,96.29,6.91,0.003,0
2013-01-30 05:00:00,0,317.3,-1.24,96.38,6.87,0.006,0
2013-01-30 06:00:00,0,326.91,-0.82,96.33,6.85,0.01,0
2013-01-30 07:00:00,0,326.91,-0.49,96.31,6.48,0.017,0
2013-01-30 08:00:00,0,326.92,-0.16,96.23,6.11,0.015,0
2013-01-30 09:00:00,0,310.5,0.16,96.17,5.75,0,0
2013-01-30 10:00:00,0,310.51,0.35,96.02,5.96,0,0
2013-01-30 11:00:00,0,310.51,0.53,95.94,6.19,0,0
2013-01-30 12:00:00,0,296.2,0.71,95.84,6.44,0,0
2013-01-30 13:00:00,79.7,296.2,1.24,94.37,6.57,0,0
2013-01-30 14:00:00,166.72,296.21,1.76,92.96,6.73,0,0
2013-01-30 15:00:00,253.95,301.18,2.28,91.54,6.93,0,0
2013-01-30 16:00:00,311.21,301.19,3.04,90.04,7.36,0,0
2013-01-30 17:00:00,344.76,301.19,3.79,88.53,7.8,0,0
2013-01-30 18:00:00,267.81,329.77,4.54,86.96,8.24,0,0
2013-01-30 19:00:00,220.64,329.78,4.97,87.21,7.97,0,0
2013-01-30 20:00:00,158.71,329.79,5.4,87.37,7.71,0,0
2013-01-30 21:00:00,71.37,324.57,5.83,87.45,7.48,0.014,0
2013-01-30 22:00:00,0,324.57,5.92,88.13,7.21,0,0
2013-01-30 23:00:00,0,324.57,6,88.85,6.99,0.005,0
2013-01-31 00:00:00,0,350.77,6.08,89.55,6.82,0.008,0
2013-01-31 01:00:00,0,350.77,5.75,90.51,6.09,0.006,0
2013-01-31 02:00:00,0,350.76,5.42,91.46,5.44,0,0
2013-01-31 03:00:00,0,348.1,5.09,92.42,4.89,0,0
2013-01-31 04:00:00,0,348.1,5.29,91.97,5.37,0,0
2013-01-31 05:00:00,0,348.1,5.49,91.51,5.87,0.004,0
2013-01-31 06:00:00,0,346.89,5.69,91.05,6.42,0.054,0
2013-01-31 07:00:00,0,346.89,5.79,90.81,7,0.06,0
2013-01-31 08:00:00,0,346.89,5.9,90.52,7.6,0.051,0
2013-01-31 09:00:00,0,343.06,6.01,90.21,8.22,0.026,0
2013-01-31 10:00:00,0,343.06,6.42,90.03,8.08,0.094,0
2013-01-31 11:00:00,0,343.07,6.83,89.78,8.18,0.197,0
2013-01-31 12:00:00,0,340.49,7.23,89.54,8.53,0.068,0
2013-01-31 13:00:00,34.76,340.48,6.99,87.22,7.81,0.026,0
2013-01-31 14:00:00,71.91,340.48,6.74,84.85,9.3,0.01,0
2013-01-31 15:00:00,175.99,292.34,6.49,82.37,12.23,0.004,0
2013-01-31 16:00:00,215.47,292.32,4.9,80.01,11.97,0,0
2013-01-31 17:00:00,238.68,292.3,3.3,76.09,11.71,0,0
2013-01-31 18:00:00,273.9,267.22,1.7,70.16,11.46,0,0
2013-01-31 19:00:00,226.04,267.21,0.97,70.33,11.04,0,0
2013-01-31 20:00:00,163.27,267.2,0.24,70.33,10.61,0,0
2013-01-31 21:00:00,80.97,242.77,-0.49,70.12,10.18,0,0
2013-01-31 22:00:00,0,242.77,-1.16,69.46,10.26,0,0
2013-01-31 23:00:00,0,242.76,-1.84,68.62,10.33,0,0
2013-02-01 00:00:00,0,253.63,-2.51,67.47,10.41,0.001,0
2013-02-01 01:00:00,0,253.62,-2.94,65.57,10.49,0,0
2013-02-01 02:00:00,0,253.61,-3.37,63.48,10.57,0,0
2013-02-01 03:00:00,0,225.48,-3.81,61.2,10.64,0,0
2013-02-01 04:00:00,0,225.48,-4.12,60.68,10.52,0,0
2013-02-01 05:00:00,0,225.47,-4.43,60.1,10.4,0,0
2013-02-01 06:00:00,0,208.69,-4.74,59.47,10.29,0,0
2013-02-01 07:00:00,0,208.7,-4.62,59.12,9.63,0,0
2013-02-01 08:00:00,0,208.7,-4.51,58.82,8.98,0,0
2013-02-01 09:00:00,0,223.08,-4.39,58.47,8.33,0.001,0
2013-02-01 10:00:00,0,223.08,-4.54,57.98,8.04,0,0
2013-02-01 11:00:00,0,223.08,-4.69,57.46,7.78,0,0
2013-02-01 12:00:00,0,219.84,-4.84,56.93,7.53,0,0
2013-02-01 13:00:00,76.64,219.84,-5.06,54.52,7.64,0,0
2013-02-01 14:00:00,156.77,219.84,-5.28,52.01,7.84,0,0
2013-02-01 15:00:00,170.26,242.45,-5.49,49.36,8.13,0,0
2013-02-01 16:00:00,212.42,242.45,-5.99,49.04,8.22,0,0
2013-02-01 17:00:00,223.12,242.44,-6.49,48.64,8.32,0,0
2013-02-01 18:00:00,329.44,219.61,-6.99,48.13,8.42,0,0
2013-02-01 19:00:00,271.22,219.61,-7.16,47.26,8.34,0,0
2013-02-01 20:00:00,188.07,219.61,-7.33,46.36,8.29,0,0
2013-02-01 21:00:00,63.61,211.29,-7.5,45.41,8.26,0,0
2013-02-01 22:00:00,0,211.29,-7.96,46.23,8.2,0,0
2013-02-01 23:00:00,0,211.28,-8.42,47.05,8.15,0,0
2013-02-02 00:00:00,0,225.99,-8.88,47.88,8.11,0,0
2013-02-02 01:00:00,0,225.99,-9.17,51.97,7.7,0,0
2013-02-02 02:00:00,0,225.99,-9.46,56.24,7.32,0,0
2013-02-02 03:00:00,0,232.56,-9.75,60.68,6.93,0,0
2013-02-02 04:00:00,0,232.56,-10.12,61.09,7.2,0,0
2013-02-02 05:00:00,0,232.56,-10.49,61.48,7.46,0,0
2013-02-02 06:00:00,0,187.62,-10.85,61.79,7.74,0,0
2013-02-02 07:00:00,0,187.62,-11.02,64.34,6.81,0,0
2013-02-02 08:00:00,0,187.62,-11.18,66.9,5.89,0,0
2013-02-02 09:00:00,0,168.36,-11.34,69.51,4.99,0,0
2013-02-02 10:00:00,0,168.36,-11.63,72.47,4.19,0,0
2013-02-02 11:00:00,0,168.36,-11.92,75.54,3.4,0,0
2013-02-02 12:00:00,0,202.99,-12.21,78.71,2.63,0,0
2013-02-02 13:00:00,96.07,203,-11.34,75.58,1.89,0,0
2013-02-02 14:00:00,194.34,203.01,-10.46,72.48,1.83,0,0
2013-02-02 15:00:00,261.11,236.35,-9.59,69.56,2.51,0,0
2013-02-02 16:00:00,325.45,236.36,-8.66,67.49,3.34,0,0
2013-02-02 17:00:00,341.8,236.37,-7.73,65.39,4.2,0,0
2013-02-02 18:00:00,371.56,236.45,-6.8,63.3,5.09,0,0
2013-02-02 19:00:00,306.4,236.45,-6.1,60.74,5.5,0,0
2013-02-02 20:00:00,213.31,236.46,-5.4,58.3,5.91,0,0
2013-02-02 21:00:00,85.55,264.45,-4.69,55.92,6.32,0,0
2013-02-02 22:00:00,0,264.45,-4.91,58.94,5.39,0,0
2013-02-02 23:00:00,0,264.45,-5.13,62.04,4.55,0,0
2013-02-03 00:00:00,0,261.61,-5.34,65.19,3.86,0,0
2013-02-03 01:00:00,0,261.6,-5.7,60.78,3.42,0,0
2013-02-03 02:00:00,0,261.6,-6.05,56.03,3.06,0,0
2013-02-03 03:00:00,0,257.52,-6.41,51.03,2.79,0,0
2013-02-03 04:00:00,0,257.52,-6.61,52.73,2.63,0,0
2013-02-03 05:00:00,0,257.52,-6.82,54.5,2.67,0,0
2013-02-03 06:00:00,0,220.11,-7.03,56.33,2.89,0,0
2013-02-03 07:00:00,0,220.11,-7.18,59.05,1.76,0,0
2013-02-03 08:00:00,0,220.11,-7.33,61.82,0.67,0,0
2013-02-03 09:00:00,0,217.63,-7.48,64.66,0.65,0,0
2013-02-03 10:00:00,0,217.63,-7.78,64.76,1.08,0,0
2013-02-03 11:00:00,0,217.63,-8.08,64.84,1.57,0,0
2013-02-03 12:00:00,0,218.14,-8.38,64.88,2.08,0,0
2013-02-03 13:00:00,102.79,218.15,-7.92,62.74,1.94,0,0
2013-02-03 14:00:00,205.63,218.15,-7.47,60.71,1.99,0,0
2013-02-03 15:00:00,301.34,224.91,-7.02,58.76,2.22,0,0
2013-02-03 16:00:00,375.2,224.91,-6.44,57.13,2.33,0,0
2013-02-03 17:00:00,393.99,224.92,-5.86,55.54,2.55,0,0
2013-02-03 18:00:00,323.52,238.99,-5.28,53.99,2.85,0,0
2013-02-03 19:00:00,267.21,238.99,-5.06,53.72,2.02,0,0
2013-02-03 20:00:00,186.74,238.99,-4.83,53.39,1.2,0,0
2013-02-03 21:00:00,69.98,262.61,-4.61,53.11,0.38,0,0
2013-02-03 22:00:00,0,262.61,-4.77,54.57,0.12,0,0
2013-02-03 23:00:00,0,262.61,-4.93,56.06,0.62,0,0
2013-02-04 00:00:00,0,272.14,-5.1,57.63,1.11,0,0
2013-02-04 01:00:00,0,272.14,-5.18,56.5,1.39,0,0
2013-02-04 02:00:00,0,272.14,-5.26,55.36,1.66,0,0
2013-02-04 03:00:00,0,269.64,-5.34,54.2,1.93,0,0
2013-02-04 04:00:00,0,269.64,-5.6,55.75,2.59,0,0
2013-02-04 05:00:00,0,269.64,-5.86,57.35,3.25,0,0
2013-02-04 06:00:00,0,246.87,-6.12,58.98,3.92,0,0
2013-02-04 07:00:00,0,246.87,-6.11,61.02,3.53,0,0
2013-02-04 08:00:00,0,246.87,-6.1,63.04,3.14,0,0
2013-02-04 09:00:00,0,247.16,-6.09,65.06,2.77,0,0
2013-02-04 10:00:00,0,247.16,-6.36,66.22,3.6,0,0
2013-02-04 11:00:00,0,247.15,-6.63,67.4,4.45,0,0
2013-02-04 12:00:00,0,224.65,-6.9,68.6,5.28,0,0
2013-02-04 13:00:00,108.36,224.65,-6.64,63.91,6.08,0,0
2013-02-04 14:00:00,214.39,224.66,-6.37,59.33,6.88,0,0
2013-02-04 15:00:00,289.76,228.31,-6.11,54.96,7.68,0,0
2013-02-04 16:00:00,360.39,228.31,-6,51.93,8.03,0,0
2013-02-04 17:00:00,378.38,228.31,-5.89,48.94,8.38,0,0
2013-02-04 18:00:00,410.49,209.32,-5.78,46,8.74,0,0
2013-02-04 19:00:00,339.58,209.32,-5.51,44.31,8.78,0,0
2013-02-04 20:00:00,238.21,209.33,-5.23,42.63,8.88,0,0
2013-02-04 21:00:00,70.91,252.37,-4.95,41,9.05,0,0
2013-02-04 22:00:00,0,252.37,-5.76,41.86,8.74,0,0
2013-02-04 23:00:00,0,252.36,-6.57,42.69,8.48,0,0
2013-02-05 00:00:00,0,221.17,-7.38,43.46,8.26,0,0
2013-02-05 01:00:00,0,221.17,-8.26,48.32,7.36,0,0
2013-02-05 02:00:00,0,221.16,-9.15,53.73,6.47,0,0
2013-02-05 03:00:00,0,176.5,-10.03,59.66,5.58,0,0
2013-02-05 04:00:00,0,176.5,-10.76,62.32,4.86,0,0
2013-02-05 05:00:00,0,176.49,-11.48,65.07,4.13,0,0
2013-02-05 06:00:00,0,160.77,-12.2,67.94,3.42,0,0
2013-02-05 07:00:00,0,160.77,-12.38,69.42,3.14,0,0
2013-02-05 08:00:00,0,160.77,-12.56,70.95,2.86,0,0
2013-02-05 09:00:00,0,181.07,-12.74,72.5,2.61,0,0
2013-02-05 10:00:00,0,181.06,-13.02,75.15,2.34,0,0
2013-02-05 11:00:00,0,181.06,-13.29,77.83,2.09,0,0
2013-02-05 12:00:00,0,197.17,-13.57,80.66,1.89,0,0
2013-02-05 13:00:00,115.12,197.17,-12.91,74.32,2.21,0,0
2013-02-05 14:00:00,225.3,197.18,-12.25,68.44,2.54,0,0
2013-02-05 15:00:00,339.13,207.39,-11.59,62.98,2.88,0,0
2013-02-05 16:00:00,421.33,207.4,-10.59,61.13,2.44,0,0
2013-02-05 17:00:00,442.27,207.4,-9.58,59.18,1.98,0,0
2013-02-05 18:00:00,448.82,208.91,-8.57,57.21,1.54,0,0
2013-02-05 19:00:00,371.85,208.91,-7.8,57.04,0.75,0,0
2013-02-05 20:00:00,261.8,208.92,-7.03,56.71,0.69,0,0
2013-02-05 21:00:00,115.27,230.5,-6.27,56.3,1.44,0,0
2013-02-05 22:00:00,0,230.5,-6.52,58.67,1.23,0,0
2013-02-05 23:00:00,0,230.5,-6.77,61.12,1.4,0,0
2013-02-06 00:00:00,0,213.15,-7.02,63.64,1.87,0,0
2013-02-06 01:00:00,0,213.15,-7.69,68.48,2.28,0,0
2013-02-06 02:00:00,0,213.15,-8.35,73.61,2.71,0,0
2013-02-06 03:00:00,0,239.55,-9.02,79.17,3.15,0,0
2013-02-06 04:00:00,0,239.55,-8.88,81.41,3.26,0,0
2013-02-06 05:00:00,0,239.56,-8.74,83.59,3.37,0,0
2013-02-06 06:00:00,0,243.88,-8.6,85.71,3.47,0,0
2013-02-06 07:00:00,0,243.88,-8.31,86.68,3.11,0,0
2013-02-06 08:00:00,0,243.89,-8.03,87.64,2.82,0,0
2013-02-06 09:00:00,0,271.86,-7.74,88.45,2.64,0,0
2013-02-06 10:00:00,0,271.87,-7.61,90.15,2.47,0,0
2013-02-06 11:00:00,0,271.87,-7.48,91.82,2.31,0,0
2013-02-06 12:00:00,0,277.77,-7.35,93.44,2.19,0,0
2013-02-06 13:00:00,76.34,277.78,-6.24,91.17,2.18,0,0
2013-02-06 14:00:00,147.79,277.79,-5.13,88.71,2.88,0,0
2013-02-06 15:00:00,220.96,279.37,-4.02,86.13,3.94,0,0
2013-02-06 16:00:00,274.22,279.37,-3.57,81.69,4.69,0,0
2013-02-06 17:00:00,287.79,279.38,-3.11,77.41,5.62,0,0
2013-02-06 18:00:00,396.32,236.59,-2.66,73.38,6.65,0,0
2013-02-06 19:00:00,328.84,236.59,-2.73,71.76,6.41,0,0
2013-02-06 20:00:00,232.35,236.58,-2.81,70.17,6.18,0,0
2013-02-06 21:00:00,91.2,228.21,-2.88,68.51,5.97,0,0
2013-02-06 22:00:00,0,228.2,-3.92,69.73,6.17,0,0
2013-02-06 23:00:00,0,228.19,-4.97,70.78,6.38,0,0
2013-02-07 00:00:00,0,186.59,-6.01,71.51,6.61,0,0
2013-02-07 01:00:00,0,186.58,-7.16,68.99,6.52,0,0
2013-02-07 02:00:00,0,186.57,-8.31,65.45,6.42,0,0
2013-02-07 03:00:00,0,166.31,-9.47,60.74,6.32,0,0
2013-02-07 04:00:00,0,166.3,-10.1,62.11,6.17,0,0
2013-02-07 05:00:00,0,166.3,-10.74,63.54,6.04,0,0
2013-02-07 06:00:00,0,168.36,-11.37,64.91,5.95,0,0
2013-02-07 07:00:00,0,168.36,-11.68,65.93,5.76,0,0
2013-02-07 08:00:00,0,168.35,-11.98,66.92,5.56,0,0
2013-02-07 09:00:00,0,187.27,-12.29,67.98,5.37,0,0
2013-02-07 10:00:00,0,187.27,-12.7,68.16,5.68,0,0
2013-02-07 11:00:00,0,187.27,-13.12,68.34,6,0,0
2013-02-07 12:00:00,0,214.36,-13.53,68.4,6.31,0,0
2013-02-07 13:00:00,91.87,214.36,-13.33,66.59,5.81,0,0
2013-02-07 14:00:00,175.95,214.37,-13.13,64.81,5.32,0,0
2013-02-07 15:00:00,230.01,222.88,-12.93,63.08,4.84,0,0
2013-02-07 16:00:00,285.11,222.88,-12.55,65.05,4.6,0,0
2013-02-07 17:00:00,299.15,222.88,-12.16,66.81,4.37,0,0
2013-02-07 18:00:00,371.1,211.56,-11.77,68.4,4.15,0,0
2013-02-07 19:00:00,308.36,211.56,-11.23,67.38,3.79,0,0
2013-02-07 20:00:00,218.65,211.57,-10.68,66.28,3.48,0,0
2013-02-07 21:00:00,94.79,215.74,-10.13,65.16,3.23,0,0
2013-02-07 22:00:00,1.7,215.74,-10.37,68.02,2.69,0,0
2013-02-07 23:00:00,0,215.73,-10.62,71.02,2.28,0,0
2013-02-08 00:00:00,0,262.99,-10.87,74.11,2.06,0,0
2013-02-08 01:00:00,0,262.99,-10.53,66.77,1.91,0,0
2013-02-08 02:00:00,0,262.99,-10.2,59.82,2.67,0,0
2013-02-08 03:00:00,0,252.37,-9.86,53.16,3.83,0,0
2013-02-08 04:00:00,0,252.38,-9.73,57.83,4.55,0,0
2013-02-08 05:00:00,0,252.38,-9.6,62.41,5.3,0,0
2013-02-08 06:00:00,0,248.92,-9.46,66.83,6.08,0,0
2013-02-08 07:00:00,0,248.92,-9.29,71.4,6.29,0,0
2013-02-08 08:00:00,0,248.92,-9.11,75.77,6.52,0,0
2013-02-08 09:00:00,0,261.79,-8.93,79.99,6.8,0,0
2013-02-08 10:00:00,0,261.8,-8.53,83.47,6.87,9.60E-06,0
2013-02-08 11:00:00,0,261.8,-8.13,86.67,6.96,0,0
2013-02-08 12:00:00,0,273.31,-7.72,89.53,7.06,3.12E-05,0
2013-02-08 13:00:00,29.93,273.31,-7.56,88.94,7.59,0.004,0
2013-02-08 14:00:00,56.71,273.31,-7.39,88.28,8.12,0.005,0
2013-02-08 15:00:00,113.63,278.45,-7.22,87.63,8.65,0.005,0
2013-02-08 16:00:00,140.68,278.46,-6.41,88.44,8.77,0,0
2013-02-08 17:00:00,147.57,278.47,-5.59,88.81,8.92,0.005,0
2013-02-08 18:00:00,227.71,286.8,-4.78,88.91,9.11,0,0
2013-02-08 19:00:00,189.48,286.8,-4.41,88.8,9.23,0.006,0
2013-02-08 20:00:00,134.82,286.8,-4.04,88.64,9.4,0,0
2013-02-08 21:00:00,65.22,289.09,-3.68,88.48,9.62,0.008,0
2013-02-08 22:00:00,2.68,289.08,-3.8,87.6,9.25,0.019,0
2013-02-08 23:00:00,0,289.08,-3.93,86.77,8.99,0.024,0
2013-02-09 00:00:00,0,281.68,-4.06,85.91,8.84,0.023,0
2013-02-09 01:00:00,0,281.67,-5.23,86.9,8.44,0.034,0
2013-02-09 02:00:00,0,281.65,-6.39,87.37,8.27,0.042,0
2013-02-09 03:00:00,0,276.89,-7.55,87.3,8.35,0.046,0
2013-02-09 04:00:00,0,276.89,-7.98,87.57,7.98,0.052,0
2013-02-09 05:00:00,0,276.88,-8.4,87.7,7.95,0.039,0
2013-02-09 06:00:00,0,272.93,-8.82,87.75,8.3,0.043,0
2013-02-09 07:00:00,0,272.93,-9.03,88.09,8.22,0.037,0
2013-02-09 08:00:00,0,272.93,-9.23,88.33,8.33,0.041,0
2013-02-09 09:00:00,0,263.78,-9.44,88.64,8.6,0.031,0
2013-02-09 10:00:00,0,263.78,-9.72,87.4,9.37,0.016,0
2013-02-09 11:00:00,0,263.78,-10.01,86.13,10.16,0.007,0
2013-02-09 12:00:00,0,259.97,-10.3,84.77,10.98,0.005,0
2013-02-09 13:00:00,114.12,259.96,-10.46,83.17,11.57,0.003,0
2013-02-09 14:00:00,213.99,259.96,-10.62,81.52,12.17,0.001,0
2013-02-09 15:00:00,303.86,248.84,-10.77,79.75,12.76,0.004,0
2013-02-09 16:00:00,375.77,248.84,-10.19,78.74,12.92,0.005,0
2013-02-09 17:00:00,394.06,248.85,-9.61,77.67,13.1,2.69E-04,0
2013-02-09 18:00:00,406.28,230.62,-9.02,76.51,13.31,0,0
2013-02-09 19:00:00,338.55,230.62,-8.94,75.99,12.65,0.008,0
2013-02-09 20:00:00,241.68,230.62,-8.86,75.47,12,0.003,0
2013-02-09 21:00:00,115.22,200.43,-8.78,74.96,11.35,0,0
2013-02-09 22:00:00,7.27,200.43,-9.63,75.95,11.15,0,0
2013-02-09 23:00:00,0,200.42,-10.49,76.82,10.94,0,0
2013-02-10 00:00:00,0,160.65,-11.35,77.45,10.75,0,0
2013-02-10 01:00:00,0,160.64,-11.97,77.74,10.36,0,0
2013-02-10 02:00:00,0,160.64,-12.6,77.95,9.98,0,0
2013-02-10 03:00:00,0,162.95,-13.22,77.93,9.59,0,0
2013-02-10 04:00:00,0,162.95,-13.26,78.58,9.33,0,0
2013-02-10 05:00:00,0,162.95,-13.3,79.23,9.07,0,0
2013-02-10 06:00:00,0,161.81,-13.33,79.82,8.8,0,0
2013-02-10 07:00:00,0,161.81,-13.23,79.46,7.95,0,0
2013-02-10 08:00:00,0,161.81,-13.13,79.1,7.11,0,0
2013-02-10 09:00:00,0,157.41,-13.03,78.74,6.3,0,0
2013-02-10 10:00:00,0,157.41,-13.26,79.18,6.23,0,0
2013-02-10 11:00:00,0,157.4,-13.49,79.61,6.16,0,0
2013-02-10 12:00:00,1.16,157.02,-13.72,80.03,6.09,0,0
2013-02-10 13:00:00,162.41,157.03,-12.47,76.11,5.77,0,0
2013-02-10 14:00:00,301.4,157.03,-11.22,72.29,5.44,0,0
2013-02-10 15:00:00,383.44,192.73,-9.96,68.53,5.13,0,0
2013-02-10 16:00:00,473.6,192.74,-8.66,69.02,4.98,0,0
2013-02-10 17:00:00,496.51,192.75,-7.35,68.79,4.91,0,0
2013-02-10 18:00:00,478.89,210.57,-6.04,68.03,4.89,0,0
2013-02-10 19:00:00,399.59,210.57,-5.39,68.8,4.3,0,0
2013-02-10 20:00:00,286.18,210.58,-4.75,69.41,3.73,0,0
2013-02-10 21:00:00,105.82,220.83,-4.1,69.77,3.15,0,0
2013-02-10 22:00:00,8.91,220.82,-5.21,73.31,2.82,0,0
2013-02-10 23:00:00,0,220.81,-6.33,77.05,2.51,0,0
2013-02-11 00:00:00,0,209.99,-7.44,80.88,2.21,0,0
2013-02-11 01:00:00,0,209.98,-7.64,76.57,1.43,0,0
2013-02-11 02:00:00,0,209.98,-7.83,72.05,1.16,0,0
2013-02-11 03:00:00,0,220.29,-8.02,67.37,1.68,0,0
2013-02-11 04:00:00,0,220.29,-7.97,66.61,2.06,0,0
2013-02-11 05:00:00,0,220.29,-7.92,65.85,2.49,0,0
2013-02-11 06:00:00,0,231.97,-7.87,65.1,2.95,0,0
2013-02-11 07:00:00,0,231.97,-7.8,66.13,3.15,0,0
2013-02-11 08:00:00,0,231.97,-7.72,67.09,3.4,0,0
2013-02-11 09:00:00,0,233.07,-7.65,68.08,3.69,0,0
2013-02-11 10:00:00,0,233.07,-7.66,70.3,4.18,0,0
2013-02-11 11:00:00,0,233.07,-7.66,72.46,4.68,0,0
2013-02-11 12:00:00,2.41,284.68,-7.67,74.68,5.19,0,0
2013-02-11 13:00:00,82.78,284.7,-6.39,81.47,5.9,0,0
2013-02-11 14:00:00,152.05,284.71,-5.12,86.44,6.63,0.005,0
2013-02-11 15:00:00,129.11,308.05,-3.84,89.78,7.37,0.053,0
2013-02-11 16:00:00,159.27,308.07,-2.84,92.06,7.42,0.025,0
2013-02-11 17:00:00,166.93,308.08,-1.83,93.52,7.49,0.001,0
2013-02-11 18:00:00,129.49,311.79,-0.82,94.33,7.56,0.012,0
2013-02-11 19:00:00,108.19,311.8,-0.37,95.01,6.64,0,0
2013-02-11 20:00:00,77.73,311.8,0.08,95.55,5.72,0,0
2013-02-11 21:00:00,78.59,293.39,0.53,95.96,4.81,0,0
2013-02-11 22:00:00,8.21,293.39,0.34,96.34,4.48,0,0
2013-02-11 23:00:00,0,293.38,0.14,96.8,4.19,0,0
2013-02-12 00:00:00,0,252.34,-0.05,97.17,3.93,0,0
2013-02-12 01:00:00,0,252.34,-0.29,97.79,3.68,0,0
2013-02-12 02:00:00,0,252.33,-0.53,98.4,3.56,0,0
2013-02-12 03:00:00,0,283.32,-0.77,99.01,3.62,0,0
2013-02-12 04:00:00,0,283.33,-0.42,98.24,3.42,0.005,0
2013-02-12 05:00:00,0,283.33,-0.06,97.38,3.66,0,0
2013-02-12 06:00:00,0,268.49,0.3,96.51,4.28,0,0
2013-02-12 07:00:00,0,268.48,0.17,93.99,4.91,0,0
2013-02-12 08:00:00,0,268.48,0.05,91.35,5.58,0,0
2013-02-12 09:00:00,0,275.79,-0.07,88.66,6.27,0,0
2013-02-12 10:00:00,0,275.79,-0.56,87.77,6.78,0,0
2013-02-12 11:00:00,0,275.78,-1.04,86.65,7.28,0,0
2013-02-12 12:00:00,2.85,289.67,-1.53,85.4,7.78,0,0
2013-02-12 13:00:00,56.24,289.67,-1.2,85.32,7.79,0,0
2013-02-12 14:00:00,102.26,289.68,-0.87,85.2,7.79,0,0
2013-02-12 15:00:00,123.81,295.92,-0.54,85.04,7.8,0,0
2013-02-12 16:00:00,152.55,295.92,-0.45,85.34,7.69,0,0
2013-02-12 17:00:00,159.82,295.93,-0.36,85.63,7.65,0,0
2013-02-12 18:00:00,261.17,282.85,-0.27,85.92,7.65,0,0
2013-02-12 19:00:00,218.48,282.85,-0.05,85.06,7.41,0,0
2013-02-12 20:00:00,157.46,282.85,0.16,84.26,7.18,0,0
2013-02-12 21:00:00,74.7,278.25,0.38,83.42,6.95,0,0
2013-02-12 22:00:00,9.24,278.24,-0.14,84.8,6.37,0,0
2013-02-12 23:00:00,0,278.24,-0.66,86.17,5.83,0,0
2013-02-13 00:00:00,0,292.1,-1.18,87.54,5.36,0,0
2013-02-13 01:00:00,0,292.09,-1.32,87.79,5.5,0,0
2013-02-13 02:00:00,0,292.09,-1.47,88.09,5.71,0,0
2013-02-13 03:00:00,0,284.45,-1.61,88.32,5.98,0,0
2013-02-13 04:00:00,0,284.45,-1.81,88.2,5.87,0,0
2013-02-13 05:00:00,0,284.44,-2.01,88.06,5.86,0,0
2013-02-13 06:00:00,0,270.18,-2.2,87.83,5.91,0,0
2013-02-13 07:00:00,0,270.18,-2.37,88.2,5.13,0,0
2013-02-13 08:00:00,0,270.17,-2.53,88.5,4.33,0,0
2013-02-13 09:00:00,0,274.39,-2.69,88.8,3.57,0,0
2013-02-13 10:00:00,0,274.39,-2.86,89.33,3.2,0,0
2013-02-13 11:00:00,0,274.39,-3.03,89.87,2.88,0,0
2013-02-13 12:00:00,8.63,284.68,-3.19,90.34,2.57,0,0
2013-02-13 13:00:00,120.77,284.69,-2.55,86.92,3,0,0
2013-02-13 14:00:00,217.43,284.69,-1.91,83.65,3.56,0,0
2013-02-13 15:00:00,312.11,284.95,-1.27,80.52,4.21,0,0
2013-02-13 16:00:00,384.05,284.95,-1.11,78.05,3.82,0,0
2013-02-13 17:00:00,402.23,284.95,-0.94,75.58,3.46,0,0
2013-02-13 18:00:00,374.43,286.55,-0.78,73.21,3.15,0,0
2013-02-13 19:00:00,313.63,286.55,-0.78,74.75,2.83,0,0
2013-02-13 20:00:00,226.71,286.56,-0.78,76.3,2.68,0,0
2013-02-13 21:00:00,118.81,273.3,-0.78,77.85,2.73,0,0
2013-02-13 22:00:00,16.9,273.3,-1.14,81.06,2.38,0,0
2013-02-13 23:00:00,0,273.29,-1.5,84.39,2.03,0,0
2013-02-14 00:00:00,0,235.19,-1.87,87.91,1.69,0,0
2013-02-14 01:00:00,0,235.19,-2.08,86.13,1.18,0,0
2013-02-14 02:00:00,0,235.19,-2.29,84.26,1.23,0,0
2013-02-14 03:00:00,0,259.99,-2.5,82.32,1.8,0,0
2013-02-14 04:00:00,0,259.99,-2.54,83.51,2.08,0,0
2013-02-14 05:00:00,0,259.99,-2.58,84.71,2.37,0,0
2013-02-14 06:00:00,0,267.82,-2.62,85.92,2.66,0,0
2013-02-14 07:00:00,0,267.82,-2.79,86.32,2.58,0,0
2013-02-14 08:00:00,0,267.82,-2.95,86.66,2.5,0,0
2013-02-14 09:00:00,0,267.75,-3.11,86.99,2.44,0,0
2013-02-14 10:00:00,0,267.75,-3.33,87.82,2.76,0,0
2013-02-14 11:00:00,0,267.75,-3.54,88.6,3.07,0,0
2013-02-14 12:00:00,13.23,264.76,-3.76,89.44,3.39,0,0
2013-02-14 13:00:00,144.1,264.77,-3.19,82.2,3.88,0,0
2013-02-14 14:00:00,256.9,264.77,-2.61,75.37,4.41,0,0
2013-02-14 15:00:00,355.59,269.73,-2.04,69.02,4.97,0,0
2013-02-14 16:00:00,437,269.74,-1.68,67.63,4.63,0,0
